,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,weight,height
554,Shane Battier,2-Way Shooter,SF,80,75,73,55,56,77,51,98,80,"2,575",77,79,82,74,90,50,69,66,67,74,85,75,77,70,35,70,42,53,52,40,75,58,70,59,59,35,70,87,61,62,87,80,80,85,51,51,99,203
555,Rafer Alston,Inside-Out Shot Creator,PG,79,83,76,53,81,59,39,60,91,"2,560",80,75,79,72,94,98,86,86,36,79,95,70,79,82,25,30,34,44,64,52,96,78,93,85,80,70,33,69,66,45,80,54,77,45,36,42,NaN,188
556,Carl Landry,Inside the Arc Scorer,PF,77,64,70,70,36,52,80,98,77,"2,367",80,78,31,66,74,55,61,40,88,68,79,79,77,58,80,55,72,80,82,75,61,25,42,25,57,30,63,44,60,42,44,68,49,45,91,68,112,206
557,Aaron Brooks,Position: PG,"Height: 6&apos0"" (183cm)",76,82,81,44,77,47,41,85,76,"2,406",72,80,77,85,95,80,90,90,51,78,78,95,84,85,25,25,25,40,25,64,60,70,80,90,73,71,27,58,58,40,58,53,47,35,37,44,NaN,NaN
558,Luis Scola,3-Level Scoring Glass Cleaner,PF,76,79,63,67,44,54,79,70,76,"2,402",85,81,76,69,92,70,43,41,76,46,77,75,86,59,55,58,82,76,73,73,58,41,37,34,64,44,75,34,60,47,41,62,64,45,84,73,NaN,206
559,Dikembe Mutombo,Defensive Anchor,C,75,43,54,55,29,65,84,98,91,"2,100",51,35,25,54,60,35,25,25,70,40,72,65,82,32,75,40,68,40,62,50,75,32,29,25,34,26,88,28,57,87,28,89,70,70,83,84,110,218
560,Bobby Jackson,Playmaking Shot Creator,PG,75,77,74,44,80,51,47,75,75,"2,376",69,80,78,77,80,75,84,84,43,77,85,63,81,78,25,25,27,40,28,56,72,84,84,84,85,62,25,62,63,32,73,60,51,40,38,56,83,185
561,Luther Head,Shooter,PG,74,75,73,53,73,61,39,80,74,"2,470",76,79,83,82,65,65,81,81,51,75,83,70,73,76,40,50,37,44,40,54,80,75,80,78,74,58,54,70,62,37,86,68,62,50,38,39,83,191
562,Steve Novak,Sharpshooter,SF,73,77,58,49,45,45,46,98,75,"2,108",77,92,92,75,75,50,45,32,59,55,85,45,87,48,25,38,45,62,56,32,82,53,35,25,84,28,42,48,45,45,58,44,45,35,33,58,99,208
563,Steve Francis,Tempo-Pushing Point,PG,73,77,76,56,76,61,47,73,74,"2,548",75,74,68,82,84,80,78,82,49,77,92,78,77,77,30,65,35,48,45,63,85,66,84,76,82,71,48,57,73,57,73,62,70,45,47,46,88,191
564,Chuck Hayes,Paint Protector,PF,70,46,69,52,35,62,73,90,78,"2,164",76,42,25,45,50,40,42,39,74,67,86,90,83,48,50,25,60,58,62,40,74,39,40,25,35,36,77,30,90,60,34,75,68,65,68,78,NaN,198
565,Clyde Drexler,2-Way Slashing Playmaker,SG,92,89,81,81,76,80,61,89,96,"3,075",94,88,79,79,98,98,74,71,67,90,90,90,88,94,76,98,45,84,70,79,98,76,79,78,77,72,65,88,73,52,89,85,89,95,65,57,95,201
566,Terry Porter,Sharpshooting Facilitator,PG,85,87,83,50,85,66,42,98,87,"2,718",83,84,86,82,95,90,83,83,55,80,95,91,92,86,25,25,25,40,25,82,91,86,78,83,90,88,40,74,81,32,84,70,65,80,36,48,88,191
567,Jerome Kersey,2-Way Finisher,SF,82,74,75,76,66,73,64,90,86,"2,785",82,68,60,70,80,85,62,52,76,85,79,87,83,84,77,97,65,68,68,73,72,69,73,63,73,51,65,84,65,60,87,72,67,80,65,62,97,201
568,Clifford Robinson,Glass-Cleaning Finisher,PF,79,74,72,74,51,67,76,70,85,"2,639",80,75,64,65,80,80,61,61,60,84,80,74,87,77,87,87,50,70,71,76,74,50,61,50,48,45,75,57,64,65,57,72,70,75,74,78,101,208
569,Buck Williams,Paint Defender,PF,79,65,68,66,31,68,75,98,82,"2,412",75,69,25,70,75,75,40,36,85,70,77,80,85,55,90,58,68,45,64,70,75,30,28,30,36,29,88,42,57,51,42,84,88,90,69,81,97,203
570,Danny Ainge,Sharpshooter,SG,79,89,63,47,76,64,45,98,80,"2,506",79,88,90,82,98,95,61,58,31,50,84,75,80,62,25,25,25,51,25,82,80,73,80,72,86,71,33,75,63,37,75,75,78,75,39,50,79,193
571,Drazen Petrovic,Sharpshooter,SG,78,87,67,51,64,53,46,77,85,"2,394",85,91,95,83,90,80,63,58,60,40,85,85,79,64,30,57,25,51,25,77,77,63,68,73,63,54,42,52,65,27,57,58,59,60,51,40,88,196
572,Walter Davis,Mid-Range Facilitator,SG,77,83,74,66,68,58,51,98,89,"2,635",78,78,70,91,98,80,72,72,54,70,80,85,88,78,60,55,64,66,62,52,90,68,70,63,79,60,40,64,64,37,85,60,59,55,44,57,87,198
573,Kevin Duckworth,Finisher,C,77,76,66,67,38,56,64,98,77,"2,399",91,66,50,77,88,85,59,59,84,32,82,62,85,32,70,40,79,79,84,71,84,35,37,49,38,30,72,25,55,45,25,74,72,80,64,64,124,213
574,Alaa Abdelnaby,Position: PF,"Height: 6&apos10"" (208cm)",74,4,58,9,--,--,--,70,--,568,--,--,25,--,--,--,70,69,84,85,95,--,--,--,--,70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
575,Wayne Cooper,Glass Cleaner,C,71,65,65,62,35,55,77,60,75,"2,246",72,70,40,78,75,55,51,48,75,64,75,66,77,55,60,51,67,60,69,52,80,25,36,30,52,32,69,44,50,54,44,69,52,60,80,74,NaN,208
576,Mark Bryant,Paint Defender,PF,69,57,58,56,31,57,69,98,70,"2,113",58,43,25,73,80,60,26,25,83,45,67,82,79,33,80,42,55,55,45,71,66,35,29,25,38,29,79,25,57,47,25,78,68,80,68,69,110,206
577,Arvydas Sabonis,2-Way Inside-the-Arc Scorer,C,86,81,63,73,58,64,82,80,88,"2,648",87,81,70,84,90,75,40,25,84,57,83,72,83,52,85,60,85,60,84,71,90,64,38,25,88,74,84,28,61,73,28,85,71,80,74,89,126,221
578,Scottie Pippen,2-Way 3-Level Point Forward,SF,85,78,81,78,80,74,58,98,95,"2,953",83,87,77,71,98,50,68,67,69,79,98,98,87,80,60,80,77,80,68,79,98,88,77,66,88,80,68,85,71,51,87,78,71,80,50,66,95,203
579,Steve Smith,2-Way Sharpshooter,SG,83,84,74,68,65,67,49,98,88,"2,712",82,92,83,85,85,75,67,69,70,60,90,80,84,77,60,60,67,51,70,71,87,68,76,63,70,49,60,77,61,47,79,70,74,70,53,44,90,201
580,Damon Stoudamire,Playmaking Shot Creator,PG,81,84,75,43,81,56,44,85,81,"2,479",82,82,85,84,86,85,86,86,51,78,84,71,72,82,25,25,25,40,25,52,70,82,82,86,80,74,27,67,63,25,74,63,67,60,41,46,77,178
581,Detlef Schrempf,Shooter,SF,78,78,69,59,62,61,61,98,85,"2,521",79,77,87,83,80,60,62,62,64,62,88,60,83,65,50,45,52,60,72,50,75,61,64,60,60,66,70,61,59,45,61,71,72,50,54,68,96,206
582,Jermaine O’Neal,Glass-Cleaning Finisher,C,77,61,73,70,48,59,79,50,90,"2,440",74,71,25,58,83,55,75,75,72,84,72,59,73,82,65,55,63,69,72,69,82,34,74,69,35,28,72,28,55,83,28,79,59,65,90,68,102,211
583,Brian Grant,Defensive Anchor,PF,77,62,67,61,38,62,82,98,80,"2,348",74,74,25,67,64,65,56,29,73,60,78,90,81,52,55,61,62,68,60,72,54,29,35,27,64,34,80,37,60,56,37,78,74,75,82,82,114,206
584,Bonzi Wells,2-Way Interior Finisher,SF,76,68,77,64,63,71,58,90,85,"2,635",69,65,74,68,78,55,76,73,58,80,80,95,78,73,50,85,33,48,68,69,85,60,70,63,62,59,72,74,90,45,77,73,90,50,65,50,95,196
585,Stacey Augmon,Hybrid Defender,SG,76,67,73,64,59,72,59,80,85,"2,575",68,72,74,67,80,40,64,62,42,82,95,86,78,86,55,75,40,63,57,64,72,56,75,67,55,44,66,75,67,51,77,83,80,75,62,55,92,203
586,Greg Anthony,3PT Playmaker,PG,75,76,75,45,79,55,39,85,80,"2,414",79,74,80,77,67,80,79,79,44,75,84,84,80,76,25,25,25,29,25,71,80,82,84,79,82,70,32,64,65,35,78,60,42,60,32,46,79,183
587,Antonio Harvey,Paint Protector,PF,70,50,73,62,39,59,56,85,75,"2,245",55,47,25,51,69,55,67,67,63,73,85,73,80,59,70,70,60,47,57,47,83,45,47,54,26,25,65,45,46,77,67,61,48,65,43,68,NaN,211
588,Gary Grant,Prospect,PG,69,66,78,44,66,46,39,98,82,"2,256",68,68,60,77,64,60,74,84,50,98,91,77,75,60,25,25,36,44,25,58,80,64,71,73,60,61,27,54,52,35,62,50,45,45,35,43,NaN,191
589,LaMarcus Aldridge,2-Way Inside-the-Arc Scorer,PF,85,86,71,75,47,63,69,98,89,"2,673",90,82,74,76,98,95,55,55,80,62,84,78,80,67,70,65,88,88,88,59,78,55,42,42,60,35,79,45,57,67,45,75,70,65,65,72,108,211
590,Nicolas Batum,Sharpshooter,SF,83,84,76,64,77,72,56,98,83,"2,803",87,84,85,84,85,80,71,72,42,82,95,86,83,82,55,75,40,63,57,59,81,72,82,77,78,75,66,75,60,53,81,83,80,80,45,67,90,203
591,Greg Oden,Defensive Anchor,C,83,58,64,73,30,62,92,98,83,"2,389",89,54,25,77,49,55,37,38,87,70,85,72,62,70,85,75,84,70,72,78,48,30,35,29,28,27,82,38,37,94,38,80,44,80,94,90,123,213
592,Andre Miller,2-Way Slashing Playmaker,PG,83,79,71,48,87,73,48,80,83,"2,626",80,79,62,82,82,90,84,84,27,60,88,73,80,85,25,25,25,40,26,68,86,88,90,84,84,90,32,81,90,35,90,82,90,80,35,61,81,193
593,Marcus Camby,Defensive Anchor,C,82,65,74,70,37,73,84,70,87,"2,556",86,75,40,58,86,45,64,62,78,60,95,95,66,60,90,71,81,38,79,44,94,45,35,26,50,28,88,56,60,96,56,85,60,80,83,84,99,211
594,Rudy Fernandez,Inside-Out Shot Creator,SG,76,79,78,65,70,54,48,85,78,"2,576",82,66,81,87,85,75,79,79,52,85,85,85,79,82,50,85,46,42,46,70,95,70,86,78,72,44,35,64,64,50,69,48,46,55,44,52,NaN,198
595,Juwan Howard,Inside the Arc Scorer,C,75,74,66,70,53,54,64,80,83,"2,455",86,90,40,78,90,60,36,36,80,75,75,88,75,70,60,60,78,77,75,50,90,69,56,27,69,42,70,44,48,59,34,58,59,60,62,66,NaN,206
596,Patty Mills,Inside-Out Shot Creator,PG,75,75,75,43,80,52,40,75,76,"2,358",85,70,83,65,75,70,87,87,51,66,82,70,82,84,25,25,25,37,25,49,73,75,86,86,79,74,27,65,40,35,83,61,61,40,32,47,81,183
597,David Robinson,Paint Beast,C,91,80,81,83,47,76,87,65,96,"2,878",90,70,50,73,96,98,80,78,85,60,85,95,83,60,90,60,75,96,97,93,90,40,54,32,48,62,95,43,61,86,43,90,88,98,86,87,106,216
598,Tim Duncan,Paint Beast,PF,89,73,81,80,52,77,85,70,98,"2,851",79,65,40,66,98,90,70,70,87,50,98,98,92,60,90,48,91,87,95,75,92,56,39,59,52,53,94,69,57,82,38,89,90,95,81,88,112,211
599,Avery Johnson,2-Way Playmaker,PG,79,74,80,43,86,68,35,85,80,"2,550",79,68,57,72,85,80,87,87,58,60,91,90,86,72,25,25,25,29,25,56,85,88,86,86,89,82,55,82,63,37,89,82,55,80,32,37,79,178
600,Sean Elliott,3 & D Wing,SF,78,76,71,65,57,71,44,98,88,"2,596",76,71,85,71,83,70,71,71,64,60,79,72,78,75,65,70,48,62,58,61,79,55,69,67,55,40,68,83,60,50,86,83,68,70,34,53,92,203
601,Vinny Del Negro,Position: SG / PG,"Height: 6&apos4"" (193cm) | Weight: 200lbs (90kg)",74,79,68,43,75,62,38,98,77,"2,425",74,79,81,79,98,65,61,57,50,45,90,87,88,66,25,25,25,51,29,49,75,73,76,67,82,79,45,82,59,30,84,82,45,71,29,47,NaN,NaN
602,Malik Rose,Interior Finisher,PF,74,67,77,69,61,62,73,75,74,"2,590",63,73,42,79,75,70,73,73,73,82,80,75,82,70,75,80,59,60,75,55,79,66,67,67,64,42,69,54,46,53,72,70,68,65,68,77,NaN,201
603,Willie Burton,Tempo-Pushing Wing,SF,73,71,73,60,62,57,49,80,77,"2,440",74,70,75,74,70,65,74,74,44,75,85,66,93,75,55,80,44,58,55,42,74,52,76,73,50,60,49,73,59,35,75,64,53,45,46,51,NaN,203
604,Carl Herrera,Mid-Range Specialist,PF,72,63,67,68,52,59,76,50,84,"2,407",78,88,30,64,65,55,58,58,68,69,75,62,79,72,60,65,68,65,69,68,75,65,45,49,64,35,72,42,60,60,49,65,64,60,78,74,NaN,206
605,Chuck Person,3PT Specialist,SF,71,70,67,57,51,59,47,80,88,"2,333",72,70,84,75,65,55,62,62,77,57,70,60,79,54,55,52,50,65,60,37,80,50,60,60,49,38,58,65,58,37,72,65,58,61,32,61,99,203
606,Will Perdue,Glass Cleaner,C,70,55,50,48,32,53,89,98,75,"2,004",58,38,25,52,90,65,25,25,78,28,65,50,82,25,50,40,61,40,44,66,60,40,25,25,39,31,69,25,56,63,25,68,56,65,90,87,108,213
607,Jaren Jackson,3PT Specialist,SG,70,74,68,54,54,61,42,80,70,"2,341",75,75,83,79,64,65,52,50,72,60,77,73,93,63,40,58,33,70,45,50,75,55,65,51,55,43,64,66,61,32,69,66,64,65,40,43,86,193
608,Monty Williams,Prospect,SF,69,62,66,61,54,58,52,80,77,"2,310",68,67,48,67,60,60,55,55,55,64,80,70,82,72,50,67,40,60,50,73,75,58,64,51,57,42,57,60,61,52,68,52,50,60,56,47,101,203
609,Tim Duncan,2-Way Inside-the-Arc Maestro,PF,98,88,86,88,72,89,95,80,99,"3,270",96,95,75,67,98,98,68,64,96,80,98,98,98,79,85,65,98,93,98,89,98,82,59,49,84,84,99,69,79,96,74,98,95,98,94,95,115,211
610,Tony Parker,2-Way Slashing Playmaker,PG,91,84,86,58,92,75,39,60,96,"2,856",95,87,73,65,97,85,99,99,50,85,95,95,80,97,25,30,30,58,58,64,98,94,95,98,95,80,54,80,85,35,86,84,92,80,30,47,83,188
611,Manu Ginobili,Offensive Threat,SG,87,88,77,64,81,66,57,98,90,"2,814",88,80,84,84,98,95,80,80,43,67,90,86,95,92,25,50,40,65,49,89,98,82,86,84,82,73,45,75,70,51,75,72,74,65,52,62,NaN,198
612,Bruce Bowen,2-Way Sharpshooter,SF,84,81,74,62,68,82,42,70,84,"2,723",65,88,89,63,80,98,69,71,55,67,91,85,77,70,35,65,35,48,74,79,90,77,76,67,80,38,64,96,69,61,96,85,88,95,36,47,99,203
613,Robert Horry,3PT Specialist,SF,79,77,68,68,53,65,71,98,85,"2,595",80,74,84,79,95,50,55,55,60,70,82,72,84,70,85,60,60,65,65,57,80,55,64,36,54,57,68,68,75,60,69,69,64,50,69,72,104,208
614,Brent Barry,Shooter,SF,78,80,72,53,61,61,50,98,78,"2,471",76,80,85,84,98,55,68,68,38,85,95,74,77,77,25,70,50,50,25,42,86,64,74,60,68,37,45,70,58,27,70,77,72,65,48,52,110,201
615,Nazr Mohammed,Paint Protector,C,77,56,66,54,30,71,75,95,77,"2,263",79,54,25,67,64,45,54,54,85,38,72,72,84,50,55,50,58,57,67,54,43,29,35,35,26,25,84,55,62,85,55,82,67,75,68,81,113,208
616,Glenn Robinson,Shooter,SF,76,83,71,70,53,57,60,50,83,"2,523",82,85,76,83,90,80,60,60,75,65,85,80,75,74,40,70,64,65,69,82,94,51,69,54,52,37,62,69,50,45,60,59,58,50,45,75,NaN,201
617,Beno Udrih,Diming 3-Level Scorer,PG,73,82,71,48,79,53,40,45,75,"2,386",93,82,79,92,88,60,75,73,39,66,86,80,79,80,25,25,25,48,35,58,85,78,79,76,80,80,25,60,59,25,70,68,58,55,30,50,NaN,191
618,Tony Massenburg,Paint Protector,PF,67,52,62,49,30,56,66,98,77,"2,043",70,38,29,76,49,50,34,32,72,44,88,88,75,45,60,30,55,51,59,42,49,31,33,31,28,29,69,38,51,59,41,64,61,65,61,71,NaN,206
619,Malik Rose,Position: PF,"Height: 6&apos10"" (208cm)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
620,Tim Duncan,Paint Beast,PF,95,80,82,87,63,79,88,98,99,"3,077",95,70,48,73,98,98,68,64,85,65,98,98,98,78,80,65,98,93,98,85,98,68,55,42,81,70,95,69,60,86,69,86,80,90,89,87,115,211
621,Kawhi Leonard,2-Way 3-Level Scorer,SF,93,86,85,72,71,86,54,98,95,"3,021",97,97,83,80,82,75,85,79,75,79,94,98,82,82,55,86,50,78,78,45,98,69,82,79,68,58,62,98,79,57,98,97,97,98,43,65,104,201
622,Tony Parker,2-Way Playshot,PG,87,86,82,55,84,68,39,70,96,"2,734",95,90,81,81,97,70,90,90,50,70,95,95,85,86,25,30,30,58,58,64,90,84,86,90,80,80,54,77,74,35,82,74,75,70,30,47,83,188
623,Manu Ginobili,Inside-Out Combo Guard,SG,83,84,77,62,82,61,57,98,90,"2,735",78,74,78,84,98,90,80,80,43,67,90,86,95,86,25,50,40,65,49,80,98,84,88,80,90,70,45,70,60,51,70,60,64,65,52,62,NaN,198
624,Danny Green,2-Way Inside-Out Scorer,SG,82,81,79,55,62,79,52,98,82,"2,699",79,71,86,79,98,70,61,76,69,69,98,98,82,80,40,63,30,54,35,52,82,70,70,60,74,38,62,90,65,66,91,88,80,90,49,54,97,198
625,Patty Mills,Sharpshooting Shot Creator,PG,79,82,75,43,78,52,40,75,79,"2,394",85,83,87,89,75,70,87,87,51,66,82,70,82,84,25,25,25,37,25,49,73,75,86,86,79,66,27,65,40,35,83,61,61,40,32,47,81,183
626,Tiago Splitter,Paint Protector,C,78,67,66,69,37,62,70,80,78,"2,390",69,70,26,70,95,70,51,40,68,63,77,83,81,60,70,58,80,58,75,80,68,35,35,27,51,37,80,43,60,50,43,80,74,65,70,70,110,211
627,Boris Diaw,Stretch Four,SF,77,76,71,63,68,57,62,80,83,"2,533",80,76,80,74,75,70,62,62,42,82,80,86,83,70,60,60,60,63,57,50,80,68,66,60,76,72,60,50,60,44,54,68,66,50,58,66,NaN,203
628,Cory Joseph,2-Way Slashing Playmaker,PG,77,78,72,47,79,67,46,60,77,"2,509",91,93,74,82,75,50,77,77,40,65,88,70,84,76,25,30,27,39,29,67,85,82,84,77,84,70,54,80,66,50,89,71,59,70,35,57,87,191
629,Matt Bonner,Stretch Four,PF,74,75,63,54,39,57,69,98,85,"2,296",77,79,85,73,74,60,40,33,60,59,90,80,80,41,50,25,61,66,71,49,70,44,41,39,40,33,68,36,50,51,36,71,73,70,68,70,NaN,208
630,Manu Ginobili,All-Around Threat,SG,90,92,81,66,88,75,57,85,90,"2,974",96,92,88,84,98,95,84,84,43,67,98,98,95,95,25,50,49,69,49,89,98,90,95,84,90,82,45,79,70,51,77,88,90,98,52,62,NaN,198
631,Alvin Robertson,Position: SG,"Height: 6&apos3"" (191cm) | Weight: 185lbs (83kg)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
632,Shawn Marion,2-Way 3-Level Scorer,SF,87,83,86,74,68,78,67,98,90,"2,977",70,80,84,85,98,80,85,85,60,88,98,98,85,82,70,85,72,54,69,65,98,60,61,79,69,69,80,84,90,61,87,80,65,80,58,75,99,201
633,Stephon Marbury,Inside the Arc Playmaker,PG,85,83,84,59,83,61,39,70,85,"2,690",90,81,74,80,91,80,87,87,64,92,88,92,78,89,25,35,55,55,55,80,77,80,86,87,80,83,50,76,50,38,83,75,64,50,34,44,86,191
634,Amar’e Stoudemire,Paint Beast,PF,82,67,79,82,48,63,79,70,90,"2,671",70,40,50,66,98,75,76,69,82,82,82,85,75,78,95,95,64,62,74,93,98,52,54,42,60,30,77,52,41,65,52,75,74,70,80,78,110,208
635,Penny Hardaway,2-Way Diming 3-Level Scorer,PG,80,77,77,69,78,67,51,85,93,"2,761",60,85,80,79,92,65,76,76,58,68,94,86,82,84,70,60,55,65,70,60,89,79,80,75,84,71,55,78,57,51,71,79,68,80,45,56,88,201
636,Joe Johnson,3-Level Shot Creator,SG,76,74,82,58,73,59,45,50,89,"2,546",82,82,81,77,70,50,84,84,71,85,96,65,89,83,25,65,44,44,44,70,88,69,86,82,70,60,54,68,42,40,78,68,67,55,38,51,NaN,201
637,Tom Gugliotta,Inside the Arc Scorer,PF,75,70,71,70,51,53,65,80,80,"2,452",90,86,34,90,77,45,66,62,60,68,95,65,83,79,70,70,68,71,68,47,90,52,58,50,54,43,64,51,47,45,61,55,54,45,56,73,108,206
638,Bo Outlaw,Paint Protector,PF,75,67,68,60,37,61,65,98,78,"2,330",66,72,38,62,98,65,39,36,84,66,81,95,77,56,55,56,60,65,65,45,74,34,43,25,44,38,66,65,44,69,42,75,49,75,67,63,95,203
639,Casey Jacobsen,Perimeter Defender,SF,71,65,69,50,51,59,39,98,72,"2,255",59,73,75,69,65,50,57,64,64,75,84,64,77,70,40,45,30,58,47,45,68,58,60,42,57,39,53,77,47,35,77,68,60,55,39,39,99,198
640,Scott Williams,Paint Protector,PF,71,60,66,53,44,61,69,98,71,"2,259",74,74,30,79,50,50,38,39,70,43,98,98,77,32,77,40,40,55,55,65,62,44,33,25,80,40,78,49,47,58,35,70,68,80,71,66,104,208
641,Randy Brown,Perimeter Lockdown,PG,70,67,66,42,64,63,41,98,75,"2,275",69,70,60,75,70,60,72,70,41,57,60,79,80,70,25,25,25,29,25,49,84,60,70,69,62,61,25,79,71,32,69,74,84,70,40,41,NaN,188
642,Steve Nash,All-Around Threat,PG,95,93,80,52,94,68,40,98,95,"2,828",91,92,92,88,98,98,84,84,50,65,98,98,82,97,25,28,28,25,30,88,98,98,91,84,99,98,25,84,61,30,84,80,92,90,37,43,88,191
643,Amar’e Stoudemire,2-Way Inside-the-Arc Scorer,PF,89,82,79,90,48,68,77,98,90,"2,888",84,90,50,73,98,97,76,69,82,82,82,85,75,78,95,95,84,82,94,93,98,52,54,42,60,34,82,59,60,70,52,75,74,70,72,82,110,208
644,Shawn Marion,2-Way Inside-Out Scorer,SF,88,82,83,74,61,76,86,98,90,"2,935",88,70,79,83,92,80,85,85,60,88,86,90,85,82,70,85,72,54,69,65,95,60,61,79,70,34,80,84,77,65,87,80,65,70,84,88,99,201
645,Quentin Richardson,Inside-Out Scorer,SG,78,79,74,56,65,60,52,98,83,"2,525",79,75,88,73,84,75,74,77,52,78,90,80,68,78,40,70,25,62,45,56,70,78,74,67,70,34,45,68,63,40,68,73,62,60,42,61,100,198
646,Leandro Barbosa,3-Level Shot Creator,SG,77,76,76,45,78,52,44,98,78,"2,417",75,79,81,79,61,80,97,97,42,66,80,73,77,84,25,25,30,30,30,57,80,74,85,95,74,64,36,49,61,35,74,59,49,50,41,47,79,191
647,Joe Johnson,3-Level Shot Creator,SF,76,74,82,58,73,59,45,50,89,"2,546",82,82,81,77,70,50,84,84,71,85,96,65,89,83,25,65,44,44,44,70,88,69,86,82,70,60,54,68,42,40,78,68,67,55,38,51,NaN,201
648,Walter McCarty,Stretch Four,PF,74,74,72,59,57,66,51,70,74,"2,474",79,77,80,62,75,70,69,69,65,75,72,72,81,67,60,72,57,57,57,37,67,66,73,65,44,37,66,63,63,51,80,70,66,65,42,59,NaN,208
649,Steven Hunter,Paint Protector,C,73,54,73,68,41,62,64,60,78,"2,343",79,62,47,33,50,50,52,42,74,85,86,90,83,58,85,63,60,58,62,75,84,54,50,25,50,26,77,45,35,89,45,75,68,60,72,56,99,213
650,Jim Jackson,3PT Specialist,SG,71,71,71,45,70,46,46,98,76,"2,264",59,66,86,93,73,50,74,73,46,75,84,64,78,83,25,45,26,42,26,37,78,70,78,70,75,55,34,52,57,30,57,54,49,35,34,57,99,198
651,Bo Outlaw,Mid-Range Specialist,PF,70,63,66,60,35,57,68,80,78,"2,242",66,82,50,55,78,45,39,36,77,66,81,88,77,56,55,56,60,65,65,45,74,34,43,25,38,34,66,42,61,76,42,63,49,60,66,69,95,203
652,Charles Barkley,Position: PF / SF,"Height: 6&apos6"" (198cm) | Weight: 252lbs (113kg)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
653,Gary Payton,2-Way Slashing Playmaker,PG,94,78,86,69,90,85,46,55,94,"2,996",84,81,80,74,70,80,91,91,65,74,98,90,93,93,25,40,60,83,85,67,98,97,89,91,97,78,60,98,99,37,99,98,93,98,45,46,81,193
654,Shawn Kemp,Paint Beast,PF,90,73,89,87,67,78,87,85,89,"3,062",78,60,53,74,98,75,80,79,85,95,98,98,85,77,97,96,71,83,90,89,95,65,62,72,74,60,82,78,63,77,59,85,97,85,85,88,104,208
655,Detlef Schrempf,Shooter,SF,83,82,73,71,69,66,52,98,85,"2,727",84,82,89,77,80,80,66,66,66,69,88,71,83,65,65,62,57,79,83,77,82,71,71,64,70,70,70,66,60,32,73,71,72,80,45,58,96,206
656,Nate McMillan,3 & D Point,PG,80,71,78,49,76,81,54,50,79,"2,634",72,69,83,70,61,70,82,82,70,65,82,85,81,65,25,62,25,55,36,41,85,76,77,79,78,71,60,89,92,51,90,90,88,90,45,63,88,196
657,Hersey Hawkins,Sharpshooter,SG,78,84,73,55,63,61,45,95,85,"2,521",83,85,84,87,85,80,66,66,55,72,90,72,90,80,40,55,25,66,25,66,80,62,70,70,64,47,34,76,79,35,78,70,45,70,43,46,86,191
658,Sam Perkins,Stretch Four,PF,77,81,58,62,38,63,57,90,84,"2,373",76,76,87,79,86,80,34,27,74,46,75,67,83,50,60,44,60,70,60,69,84,47,37,25,46,37,76,36,65,57,36,77,75,85,53,60,106,206
659,Ervin Johnson,Glass-Cleaning Lockdown,C,74,55,68,56,32,60,77,98,74,"2,217",55,35,25,66,98,50,40,25,79,49,98,98,85,28,96,60,66,40,29,80,49,34,28,25,44,29,85,25,60,90,25,60,85,50,72,82,110,211
660,Eric Snow,Pass-First Point,PG,71,59,71,60,80,65,42,50,76,"2,461",74,70,67,59,50,35,80,80,54,57,85,60,83,85,25,25,55,70,70,53,93,82,78,80,80,79,52,78,61,40,87,75,60,70,35,48,86,191
661,David Wingate,3PT Specialist,SG,71,73,69,49,57,61,40,90,74,"2,334",74,75,83,78,65,60,64,61,55,60,82,85,79,65,42,55,25,55,25,53,75,58,67,53,60,49,62,68,61,37,71,70,58,60,40,40,83,196
662,Vincent Askew,3PT Specialist,SG,71,71,65,54,62,61,49,98,73,"2,377",73,70,78,76,66,65,60,58,55,63,75,64,79,66,46,64,25,55,36,67,71,64,72,53,65,58,45,69,61,42,72,62,68,65,48,50,95,198
663,Frank Brickowski,Stretch Four,PF,69,72,56,55,39,54,52,65,80,"2,140",66,60,85,70,78,70,25,25,85,25,65,85,84,40,60,40,62,50,51,65,70,48,40,25,47,37,70,25,60,40,25,77,72,65,41,62,108,206
