,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,anchor,backdown_punisher,boxout_beast,brick_wall,clutch_shooter,dream_shake,dropstepper,masher,post_move_lockdown,post_playmaker,post_spin_technician,rise_up,vice_grip,aerial_wizard,amped,break_starter,bully,fearless_finisher,middy_magician,pogo_stick,pro_touch,volume_shooter,agent_3,catch_and_shoot,claymore,green_machine,needle_threader,rebound_chaser,acrobat,ankle_breaker,bail_out,blinders,deadeye,dimer,floor_general,guard_up,handles_for_days,hyperdrive,killer_combos,slithery,space_creator,special_delivery,clamp_breaker,giant_slayer,limitless_range,unpluckable,fast_twitch,mismatch_expert,quick_first_step,slippery_off_ball,corner_specialist,glove,interceptor,ankle_braces,challenger,clamps,menace,off_ball_pest,pick_dodger,chase_down_artist,work_horse,comeback_kid,posterizer,limitless_takeoff,rhythm_shooter,weight,height
333,Jordan Clarkson,Inside the Arc Shot Creator,SG,77,81,76,58,76,52,46,80,79,"2,524",94,79,74,81,70,85,79,82,54,85,80,70,83,90,25,75,30,37,38,89,82,79,86,79,77,57,43,65,43,42,73,58,49,40,42,50,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,87,193
334,Kelly Olynyk,Inside-Out Scorer,PF,76,79,64,75,53,57,66,50,78,"2,498",79,71,77,60,98,90,31,33,70,55,89,88,82,75,70,60,79,79,79,79,78,60,42,25,66,71,70,50,59,62,35,66,45,65,61,71,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,211
335,Malik Beasley,3PT Shot Creator,SG,75,78,78,64,64,53,42,80,78,"2,515",70,71,81,73,95,75,75,75,55,79,93,85,84,75,45,78,63,65,41,72,76,69,79,68,70,36,48,66,37,40,75,60,54,45,32,52,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,84,193
336,Rudy Gay,Face-Up Four,PF,75,76,78,69,62,57,64,50,78,"2,570",72,74,78,79,75,75,73,77,65,81,94,79,76,70,55,70,68,75,80,60,76,70,78,71,56,34,68,61,40,56,76,66,51,35,55,73,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,203
337,Talen Horton-Tucker,Mid-Range Shooter,SF,74,80,73,57,69,62,45,65,79,"2,517",80,77,67,83,95,75,63,63,65,67,85,85,80,76,30,65,42,51,42,72,80,74,76,60,74,59,44,74,56,56,78,70,70,50,37,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,193
338,Jared Butler,Interior Finisher,SG,74,78,76,53,74,56,44,98,76,"2,503",86,65,74,78,95,70,80,80,50,78,83,80,80,74,25,65,28,41,37,60,95,69,82,80,68,73,30,60,70,60,74,55,47,50,33,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,191
339,Saben Lee,Playmaker,PG,74,74,72,55,78,57,49,98,75,"2,497",62,74,59,68,95,85,74,74,52,69,80,76,79,84,25,85,25,31,30,79,77,80,83,73,80,73,44,60,87,57,67,55,54,30,40,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,82,188
340,Ochai Agbaji,3PT Shooter,SG,73,71,84,64,64,62,45,80,81,"2,592",69,72,79,72,75,60,88,88,64,85,90,90,80,73,65,80,52,52,52,58,78,62,75,78,62,44,57,71,52,47,77,70,70,55,37,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,196
341,Simone Fontecchio,Shooter,SF,72,76,69,55,54,56,57,60,76,"2,343",66,76,83,83,75,70,55,55,62,55,80,95,80,66,40,65,50,50,50,50,69,55,58,52,60,47,51,65,52,56,66,64,47,45,51,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,203
342,Udoka Azubuike,Defensive Anchor,C,72,39,79,55,33,58,81,35,76,"2,128",64,34,25,44,40,25,72,70,80,93,79,75,83,70,85,75,44,45,48,40,35,25,35,44,34,25,76,44,28,85,51,74,54,55,72,89,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,213
343,Nickeil Alexander-Walker,Interior Finisher,SG,72,76,75,64,73,63,46,60,75,"2,577",74,55,73,77,90,85,72,75,60,70,90,75,80,85,40,60,54,58,64,60,88,75,81,72,76,62,52,75,43,55,76,70,74,55,38,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,196
344,Stanley Johnson,Mid-Range Shooter,PF,72,77,73,51,57,65,48,60,74,"2,414",84,79,74,83,75,65,67,76,60,61,80,85,84,67,35,70,38,40,34,45,80,65,70,67,45,39,55,78,56,51,77,72,78,50,41,54,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,198
345,Walker Kessler,Paint Protector,C,71,65,64,68,41,61,68,55,79,"2,343",70,68,66,60,60,65,37,37,69,60,88,80,80,69,75,70,69,66,69,44,80,42,44,35,48,35,70,60,60,83,42,70,48,55,66,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,216
346,Leandro Bolmaro,Tempo-Pushing Wing,SG,71,69,66,57,68,57,58,60,76,"2,378",70,70,74,83,55,60,68,68,38,54,85,70,80,76,30,60,55,60,44,52,80,74,76,67,79,42,52,71,40,25,73,62,74,60,59,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,198
347,Johnny Juzang,3PT Shooter,SF,68,69,72,55,64,51,44,50,75,"2,302",70,73,77,84,50,60,70,70,55,72,85,75,80,71,35,75,55,9,64,44,85,59,72,66,62,61,50,58,50,37,63,52,50,50,37,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,198
348,Micah Potter,Stretch Five,PF,67,66,64,59,45,43,54,70,78,"2,130",66,70,78,80,60,40,43,43,70,60,80,70,81,60,75,65,51,50,52,40,76,54,42,32,55,42,52,37,33,56,37,48,47,30,47,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,208
349,Karl Malone,2-Way Diming 3-Level Scorer,PF,97,92,90,86,78,83,96,80,97,"3,280",99,95,80,80,98,98,78,78,97,80,98,98,99,72,75,75,77,96,98,95,98,75,65,74,95,79,96,55,63,85,75,96,95,95,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,206
350,John Stockton,All-Around Threat,PG,97,92,91,48,97,84,41,60,97,"2,966",93,92,93,82,98,95,95,95,69,84,98,98,99,95,25,25,25,29,25,71,85,99,93,95,99,99,50,96,99,35,97,97,99,98,37,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,185
351,Pete Maravich,All-Around Threat,SG,94,94,85,69,91,70,57,98,95,"3,028",91,95,95,87,98,98,88,88,49,80,98,98,96,96,25,48,59,79,55,90,98,84,95,89,95,90,44,84,66,28,75,88,77,95,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,196
352,Adrian Dantley,2-Way Slashing Point Forward,SF,91,91,89,88,81,76,74,98,92,"3,215",97,95,68,89,98,98,88,84,82,90,98,98,82,97,65,85,86,87,85,98,98,82,82,83,82,74,69,80,70,39,80,86,88,95,72,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,196
353,Mark Eaton,Defensive Anchor,C,89,67,66,75,32,73,94,98,89,"2,577",85,48,25,71,98,75,25,25,95,40,98,90,86,68,90,50,84,66,58,84,98,39,28,25,38,32,97,39,30,98,28,97,94,98,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,224
354,Gordon Hayward,2-Way 3-Level Scorer,SF,88,88,78,70,76,70,73,98,88,"2,905",82,84,85,84,98,95,79,74,42,75,98,98,78,90,40,75,50,69,58,81,98,79,77,74,79,69,56,84,66,50,81,82,58,85,77,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,203
355,Donovan Mitchell,All-Around Threat,SG,88,89,87,66,82,75,48,85,88,"2,946",88,80,86,85,98,95,96,90,60,97,96,90,80,89,50,92,25,44,38,93,98,79,88,83,85,75,68,79,82,49,86,79,79,75,45,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,191
356,Rudy Gobert,Defensive Anchor,C,88,65,68,75,43,77,88,85,88,"2,648",70,63,25,62,98,70,48,25,87,57,90,85,81,79,95,75,70,58,70,70,85,68,35,25,58,31,97,64,36,91,65,97,74,95,81,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,216
357,Carlos Boozer,2-Way Inside-the-Arc Scorer,PF,88,79,72,86,47,61,92,85,88,"2,741",92,92,33,74,90,90,59,50,94,75,90,61,78,72,85,75,92,94,92,84,92,52,40,30,74,40,79,44,63,51,44,70,63,70,90,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,206
358,Deron Williams,Versatile Offensive Force,PG,87,90,82,61,94,69,39,80,89,"2,871",90,88,88,85,92,95,89,88,69,74,90,84,82,84,25,45,42,77,58,74,85,95,95,93,92,94,51,75,70,54,75,80,77,70,30,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,191
359,Darrel Griffith,2-Way Diming 3-Level Scorer,SG,87,87,82,73,80,74,52,90,87,"2,956",92,82,83,78,98,90,80,83,50,97,98,98,70,89,35,95,50,70,60,89,98,85,78,79,78,79,64,82,65,37,80,85,88,90,49,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,193
360,Thurl Bailey,2-Way Inside-the-Arc Scorer,PF,86,82,82,80,70,68,67,95,86,"2,914",85,83,56,84,95,90,73,73,78,80,98,90,85,77,80,80,81,82,82,65,92,72,76,58,75,67,79,60,63,42,60,80,78,80,64,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,211
361,Truck Robinson,2-Way Inside-the-Arc Scorer,PF,86,81,84,82,52,65,91,80,86,"2,849",90,88,60,70,82,95,74,70,94,82,95,95,77,84,85,75,80,80,88,76,85,55,35,55,61,52,79,42,62,65,42,79,74,75,88,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,201
362,Jeff Hornacek,2-Way Diming Sharpshooter,SG,84,89,76,54,79,74,57,85,84,"2,766",80,90,92,90,98,85,73,73,35,66,98,98,88,76,35,40,35,51,25,72,98,84,76,70,84,79,52,89,77,39,80,88,87,80,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,191
363,John Drew,Inside the Arc Scorer,SF,83,81,78,86,64,63,59,90,88,"2,844",92,77,54,77,90,98,72,72,74,74,85,80,90,89,70,75,86,87,88,96,98,66,80,64,65,45,74,67,66,27,67,70,68,65,67,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,198
364,Domantas Sabonis,Diming Finisher,PF,86,84,72,84,67,54,81,98,87,"2,793",98,65,74,75,98,95,48,44,82,54,92,95,86,88,70,75,86,86,86,85,95,82,60,43,80,71,70,49,41,51,49,69,45,60,71,90,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,211
365,De’Aaron Fox,2-Way Slashing Playmaker,PG,84,81,84,55,85,65,42,85,85,"2,711",90,89,72,75,70,90,97,97,46,84,96,90,80,90,25,80,25,30,27,72,90,83,88,97,84,73,34,79,46,50,85,77,77,70,31,52,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,83,191
366,Harrison Barnes,Sharpshooter,SF,80,81,80,70,68,60,52,80,81,"2,698",83,82,83,84,80,75,77,72,70,95,92,75,82,83,55,81,48,65,83,60,88,72,78,73,75,41,67,75,37,37,75,65,65,60,41,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,203
367,Davion Mitchell,2-Way Slashing Playmaker,PG,77,69,80,46,81,70,38,90,83,"2,553",87,75,74,67,70,40,82,82,60,70,90,95,80,74,25,40,30,30,30,44,95,82,86,82,83,71,44,84,41,50,87,85,85,85,33,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,91,183
368,Keegan Murray,3-Level Scorer,SF,76,75,77,71,64,69,72,50,85,"2,708",80,76,77,75,70,70,76,76,60,79,85,86,80,77,60,80,69,69,69,65,80,65,70,73,66,44,68,69,69,74,75,64,68,65,74,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,203
369,Malik Monk,Inside-Out Scorer,SG,76,84,77,59,71,58,43,80,78,"2,570",87,71,83,76,95,90,80,81,48,88,88,72,80,82,40,80,25,62,45,50,88,75,75,76,68,60,45,68,42,51,73,69,68,45,34,52,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,90,191
370,Terence Davis,Inside-Out Scorer,SF,76,82,75,61,69,67,52,75,78,"2,641",79,74,76,81,95,85,73,70,44,76,90,89,80,79,40,75,32,49,38,82,95,77,79,68,79,44,54,74,66,57,80,70,74,60,36,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,193
371,Kevin Huerter,Sharpshooter,SG,76,85,76,51,70,54,43,65,78,"2,458",94,87,82,79,80,85,84,78,50,75,85,75,83,73,30,65,25,58,35,45,80,74,76,72,76,51,44,64,40,51,72,63,64,35,33,52,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,89,201
372,Richaun Holmes,Inside the Arc Scorer,C,75,68,76,71,45,56,75,40,79,"2,448",93,80,69,77,40,50,57,55,79,81,80,95,82,78,85,75,70,57,70,50,80,42,58,38,54,33,75,40,35,72,56,68,55,50,68,82,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,208
373,Trey Lyles,Interior Finisher,PF,75,80,70,71,50,52,67,50,76,"2,461",91,73,75,80,85,75,54,55,69,65,81,80,84,77,70,65,66,74,69,66,80,55,58,41,60,37,68,36,36,58,52,64,62,40,55,79,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,206
374,Chimezie Metu,Interior Finisher,PF,75,76,70,66,41,57,63,98,75,"2,441",88,73,73,77,85,60,52,52,69,75,80,80,83,78,80,75,58,40,49,55,95,48,37,30,58,33,67,51,56,62,60,68,55,40,39,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,206
375,Alex Len,Interior Finisher,C,74,74,67,68,35,59,71,50,76,"2,367",88,61,70,66,95,65,43,44,75,60,80,92,78,74,80,65,74,48,76,59,64,31,32,25,45,41,74,44,37,74,50,78,62,50,67,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,213
376,KZ Okpala,Interior Finisher,PF,71,62,77,61,60,58,55,80,76,"2,430",67,65,75,67,60,40,75,75,58,83,85,80,80,74,85,80,42,38,44,48,80,65,60,70,69,35,59,66,35,71,75,60,68,30,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,203
377,Kent Bazemore,3 & D Wing,SG,71,66,78,59,66,68,45,40,73,"2,483",69,52,80,68,75,50,80,80,46,82,88,89,82,77,35,75,30,47,70,50,84,75,73,77,70,35,45,77,66,55,79,77,68,75,37,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,193
378,Sam Merrill,Shooter,PG,71,78,64,50,66,51,45,98,72,"2,310",60,76,78,89,92,75,62,62,44,60,80,60,79,64,30,45,30,44,48,55,80,74,76,60,79,43,42,60,46,35,64,52,62,45,38,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,193
379,Neemias Queta,Rim Protector,C,70,61,71,63,43,57,74,35,75,"2,293",75,62,50,71,60,45,59,59,76,65,80,80,80,61,70,65,62,60,62,40,85,52,38,30,62,33,70,45,30,87,48,70,48,55,83,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,213
380,Keon Ellis,Prospect,SG,68,64,73,50,65,54,45,50,72,"2,266",70,70,74,84,50,35,81,80,39,79,85,70,80,73,25,65,27,40,38,54,78,64,74,77,65,47,29,60,60,53,70,50,68,40,37,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,198
381,Oscar Robertson,All-Around Threat,PG,97,94,89,73,95,78,85,80,98,"3,215",95,94,90,87,98,98,93,93,75,86,98,83,98,98,25,50,70,82,71,95,90,98,89,91,98,97,55,88,72,45,80,95,95,95,82,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,196
382,Jerry Lucas,2-Way 3-Level Scorer,PF,95,93,82,89,64,73,98,98,95,"3,134",95,93,90,85,98,98,64,60,89,70,98,95,95,78,85,70,96,96,96,96,95,75,55,40,78,73,95,37,50,88,44,90,84,95,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,203
383,Mitch Richmond,All-Around Threat,SG,94,94,90,76,80,72,57,85,94,"3,079",94,96,91,89,97,98,86,88,79,89,98,97,94,94,55,75,69,79,48,94,96,82,85,81,86,67,62,79,78,42,79,79,85,75,52,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,196
384,Nate Archibald,2-Way Slashing Playmaker,PG,94,92,89,64,94,70,30,65,94,"2,941",94,94,74,91,98,98,99,99,50,97,98,90,92,95,25,35,40,66,58,98,98,89,93,99,95,95,30,77,80,40,98,82,80,75,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,185
385,DeMarcus Cousins,2-Way 3-Level Scorer,C,90,86,79,93,68,67,81,65,90,"3,008",81,80,80,77,98,98,63,51,97,71,98,90,86,87,97,82,97,96,90,97,98,60,70,56,84,72,79,42,65,72,42,79,77,80,70,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,211
386,Wayne Embry,2-Way Glass-Cleaning Slasher,C,90,75,82,89,53,80,94,40,90,"2,955",95,70,32,84,73,95,70,70,90,85,86,88,85,92,85,85,92,88,92,89,85,38,86,59,37,43,85,69,85,85,69,85,80,85,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
387,Peja Stojakovic,Sharpshooter,SF,88,92,80,61,71,66,55,98,88,"2,774",80,94,97,88,98,95,73,71,60,68,95,98,94,75,25,60,58,60,58,50,98,81,74,68,81,50,47,74,59,51,74,75,74,75,48,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,206
388,Mike Bibby,All-Around Threat,PG,88,90,74,56,88,66,45,80,88,"2,741",94,94,84,78,95,95,83,85,38,72,85,74,84,90,25,45,25,60,39,72,95,89,93,83,88,88,32,78,70,43,80,74,78,75,46,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,185
389,Vlade Divac,2-Way Inside-the-Arc Maestro,C,88,83,66,81,66,67,94,80,88,"2,829",94,84,69,62,90,98,39,35,84,51,90,75,90,75,85,55,87,80,89,79,95,82,50,25,89,84,84,41,71,80,41,80,70,70,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,216
390,Otis Birdsong,Slashing Combo Guard,SG,87,88,86,63,84,78,57,98,87,"2,971",92,90,72,78,98,98,88,88,59,85,98,98,83,87,25,65,49,59,30,88,98,84,86,84,84,81,49,87,84,49,86,87,88,95,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,191
391,Reggie Theus,Slashing Playmaker,PG,87,86,81,74,88,64,47,95,87,"2,899",89,88,69,87,92,90,81,81,58,83,94,86,82,93,70,70,55,65,70,82,89,84,89,83,90,92,55,53,59,40,82,79,68,75,42,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,201
392,Kevin Martin,2-Way Diming Sharpshooter,SG,86,90,70,66,81,59,59,98,87,"2,743",80,90,88,88,98,98,81,80,31,69,93,58,79,87,40,62,50,66,44,84,98,82,82,80,82,80,32,79,59,30,68,77,75,50,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,201
393,Eddie Johnson,2-Way Inside-the-Arc Scorer,SG,86,86,85,71,77,73,53,90,86,"2,929",85,84,73,83,98,95,84,84,65,87,95,95,88,85,50,80,49,75,55,85,85,79,80,76,80,69,65,80,70,52,81,80,80,75,51,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
394,De’Aaron Fox,2-Way Slashing Playmaker,PG,84,80,84,55,88,69,47,50,88,"2,736",82,84,74,72,80,90,97,97,46,84,96,90,80,85,25,80,25,30,27,79,90,86,88,97,87,84,34,79,70,56,86,77,77,70,37,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,191
395,Doug Christie,2-Way 3-Level Scorer,SG,83,85,72,59,79,83,47,60,83,"2,776",79,92,80,85,98,75,73,70,50,70,83,80,77,78,47,75,25,55,33,64,95,75,79,75,95,71,55,93,84,52,93,95,94,95,40,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,198
396,Lionel Simmons,Inside the Arc Scorer,SF,81,81,81,71,70,67,61,90,81,"2,796",86,77,61,77,95,90,79,79,73,78,92,80,87,86,55,75,62,62,62,74,90,69,70,76,68,66,54,69,66,67,75,69,69,65,52,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,201
397,R.J. Barrett,2-Way Inside-Out Point Forward,SF,84,83,83,71,77,66,52,90,87,"2,844",77,73,78,73,98,98,84,84,76,82,95,80,80,89,45,80,52,55,79,84,85,79,83,82,84,59,58,82,36,42,83,79,74,75,39,65,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,96,198
398,Jalen Brunson,Offensive Threat,PG,83,90,77,62,86,53,44,98,85,"2,701",97,88,81,79,98,95,82,82,42,69,93,90,81,83,40,50,50,56,50,75,95,87,88,81,88,84,55,70,41,27,78,65,55,35,34,54,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,86,185
399,Julius Randle,2-Way Slashing Playmaker,PF,82,74,82,81,75,65,69,75,84,"2,852",75,71,73,76,70,80,73,76,87,69,95,90,84,87,85,80,79,60,86,82,85,74,77,68,84,72,77,73,37,55,76,73,52,75,51,86,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,113,203
400,Derrick Rose,Inside-Out Playmaker,PG,81,86,80,59,83,59,46,98,84,"2,705",91,70,83,92,90,90,86,86,50,89,85,95,69,86,25,45,55,55,55,65,85,83,86,86,88,73,50,67,49,58,75,66,64,40,42,49,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,90,188
